981553,Relatos salvajes ,4
981553,Zone Troopers ,3
981553,Perdida ,4
981553,Torrente 5: Operación Eurovegas ,4
981553,Non-Stop (Sin escalas) ,5
981553,La isla mínima ,5
606658,Rake (Serie de TV),3
606658,The Spoils of Babylon (Miniserie de TV),5
606658,Looking (Serie de TV),4
606658,Bitten (Serie de TV),3
606658,Black Sails (Serie de TV),4
606658,Being Mary Jane (Serie de TV),3
606658,Enlisted (Serie de TV),3
606658,Chicago PD (Serie de TV),4
606658,Helix (Serie de TV),5
606658,The Assets (Miniserie de TV),4
606658,Killer Women (Serie de TV),3
606658,Intelligence (Serie de TV),3
606658,El camino de vuelta ,6
606658,Cazadores de sombras: Ciudad de hueso ,2
606658,Back in the Day ,3
606658,La enfermera (Nurse 3D) ,2
606658,La gran revancha ,3
606658,La Liga de la Justicia: Guerra ,5
606658,La Liga de la Justicia: Perdición ,5
606658,Liga de la Justicia: La nueva frontera ,5
606658,Los chicos del puerto ,7
606658,Carrie ,3
606658,Riddick ,3
606658,Lluvia de albóndigas 2 ,6
606658,Lluvia de albóndigas ,7
606658,Juerga hasta el fin ,6
606658,Asalto al poder ,3
606658,Django ,6
606658,Insidious: Capítulo 2 ,4
606658,Axe Giant: The Wrath of Paul Bunyan ,1
981553,Malditos vecinos ,4
981553,Fanboys ,2
981553,10.000 KM ,5
981553,The People vs. George Lucas ,5
981553,Seducidos y abandonados ,6
981553,El Niño ,6
981553,Religulous ,8
981553,Las chicas del calendario ,5
981553,Infiltrados en la universidad ,3
981553,Nebraska ,6
981553,Lucy ,3
981553,Guardianes de la galaxia ,2
981553,No tan duro de pelar (Drillbit Taylor) ,3
981553,Los mercenarios 3 ,5
981553,Chef ,5
981553,Bad Teacher ,3
981553,Transformers: La era de la extinción ,2
981553,Sex Tape. Algo pasa en la nube ,3
981553,Anarchy: La noche de las bestias ,6
981553,The Flash (Serie de TV),4
981553,Begin Again ,3
981553,Los amos del barrio ,2
981553,El amanecer del planeta de los simios ,4
981553,La Liga de la Justicia: La paradoja del tiempo ,5
981553,El enigma del cuervo ,4
981553,Open Windows ,5
981553,Destino final 5 ,4
981553,Sabotage ,5
981553,Mil maneras de morder el polvo ,5
981553,Rare Exports: Un cuento gamberro de Navidad ,5
606658,Cuerpos especiales ,4
606658,Lobezno inmortal ,3
606658,Antiviral ,6
606658,Mátalos suavemente ,5
606658,"Crulic, camino al más allá ",6
606658,Haunter ,4
606658,Lovelace ,4
606658,To the Wonder ,4
606658,Mucho ruido y pocas nueces ,5
606658,V/H/S/2 ,7
606658,V/H/S ,4
606658,El increíble Burt Wonderstone ,4
606658,The Purge: La noche de las bestias ,3
606658,Anna Karenina ,5
606658,Tierra prometida ,5
606658,Proceso de admisión ,4
606658,Epic. El mundo secreto ,3
606658,Lola Versus ,3
606658,Battlestar Galactica: Sangre y metal (TV),6
606658,The Walking Dead: El juramento (C),6
606658,¿Por qué desaparecieron los dinosaurios? ,4
606658,Adam and Dog (C),6
606658,Head Over Heels (C),6
606658,El vendedor de humo (C),3
606658,Voice Over (C),4
606658,Fresh Guacamole (C),5
606658,Alfred y Anna (C),3
606658,Noé ,3
606658,Capitán América: El Soldado de Invierno ,6
606658,300: El origen de un imperio ,2
981553,The Machine ,5
981553,Bad Santa ,5
981553,La gran estafa americana ,3
981553,Infiltrados en clase ,2
981553,Maléfica ,3
981553,La gran familia española ,3
981553,Ruby Sparks ,5
981553,Transcendence ,3
981553,Rumores y mentiras ,3
981553,Seguridad no garantizada ,3
981553,X-Men: Días del futuro pasado ,5
981553,La pantalla herida ,6
981553,Vivir es fácil con los ojos cerrados ,5
981553,Proyecto X ,3
981553,Los últimos días ,6
981553,Ocho apellidos vascos ,3
981553,Al filo del mañana ,6
981553,El increíble Burt Wonderstone ,3
981553,Asalto en Wall Street ,3
981553,Con el arma a punto ,5
981553,The Purge: La noche de las bestias ,5
981553,Godzilla ,3
981553,"Howard, un nuevo héroe ",3
981553,Una noche en el viejo México ,3
981553,Magic Mike ,4
981553,Aprendiz de gigoló ,3
981553,La vida inesperada ,3
981553,El viento se levanta ,4
981553,Machete Kills ,3
981553,El tour de los Muppets ,3
981553,El gato con botas ,5
981553,The Amazing Spider-Man 2: El poder de Electro ,5
981553,Plan en Las Vegas ,3
981553,G.I. Joe: La venganza ,3
981553,A Roma con amor ,4
981553,Capitán América: El Soldado de Invierno ,5
981553,Mas allá de la muerte ,4
981553,La herida ,1
981553,Stockholm ,2
981553,Plan de escape ,4
981553,El Gran Hotel Budapest ,6
981553,Sin Límites ,4
981553,Robocop ,9
981553,Hitchcock ,5
981553,Juerga hasta el fin ,2
981553,El último desafío ,3
981553,Viral ,2
981553,300: El origen de un imperio ,3
981553,Her ,3
981553,Capitán Phillips ,3
981553,Thor: El mundo oscuro ,2
981553,RoboCop ,5
981553,Armados y cabreados (God Bless America) ,5
981553,La LEGO película ,6
981553,Super ,4
981553,El mejor padre del mundo ,5
981553,La vida secreta de Walter Mitty ,6
981553,Vaya par de polis ,3
981553,15 años y un día ,3
981553,El lobo de Wall Street ,6
606658,El Gran Hotel Budapest ,8
606658,Veronica Mars ,5
606658,El apocalípsis de Pompeya ,1
606658,Our RoboCop Remake ,6
606658,RoboCop ,3
606658,"Runner, Runner ",3
606658,La isla del miedo (TV),1
606658,Educando a mamá ,2
606658,Why Stop Now ,3
606658,Código oculto (Branded) ,2
606658,Fruitvale Station ,3
606658,Mud ,7
606658,Sobran las palabras ,6
606658,Rush ,5
606658,Cuando todo está perdido ,4
606658,La última llamada ,4
606658,Plan de escape ,4
606658,Una bala en la cabeza ,4
606658,Jobs ,3
606658,Niños grandes ,2
606658,Niños grandes 2 ,1
606658,El Llanero Solitario ,4
606658,Frozen. El reino del hielo ,2
606658,Gru 2. Mi villano favorito ,6
606658,Mandela. Del mito al hombre ,4
606658,Agosto ,3
606658,Blue Jasmine ,7
606658,Nebraska ,7
606658,Philomena ,4
606658,Pipas (C),3
981553,Memorias de un zombie adolescente ,5
981553,Un amigo para Frank ,4
981553,Venganza: Conexión Estambul ,4
981553,Virgen a los 40 ,5
981553,Lobezno inmortal ,4
981553,La leyenda del samurái (47 Ronin) ,5
981553,3 bodas de más ,5
981553,Código Fuente ,5
981553,Cisne negro ,4
981553,Young Adult ,2
981553,El Hobbit: La desolación de Smaug ,1
981553,Llévame a casa nena ,5
981553,Almost Human (Serie de TV),5
981553,Estrella oscura ,3
981553,Malavita ,4
981553,El juego de Ender ,5
981553,Jack Reacher ,5
981553,La cabaña en el bosque ,4
981553,Submarine ,4
981553,El terror llama a su puerta ,5
981553,Movie 43 ,1
981553,Intermission ,6
981553,Deuce Bigalow: Gigoló europeo ,1
981553,Combustión ,3
981553,Mi semana con Marilyn ,4
981553,Salvajes ,3
981553,Gravity ,5
981553,Sin salida ,1
981553,Las brujas de Zugarramurdi ,6
981553,Asalto al poder ,3
606658,Los últimos días ,2
606658,Zipi y Zape y el club de la canica ,2
606658,Caníbal ,7
606658,La gran familia española ,4
606658,La herida ,7
606658,An Instagram Story (C),1
606658,Cuerdas (C),1
606658,Ground Floor (Serie de TV),5
606658,El príncipe (Serie de TV),3
606658,American Horror Story: Coven (Miniserie de TV),6
606658,Una cuestión de tiempo ,1
606658,La caza ,6
606658,Al encuentro de Mr. Banks ,4
606658,Abierto hasta el amanecer (Serie de TV),4
606658,Abierto hasta el amanecer - Episodio piloto (TV),4
606658,Machete Kills ,5
606658,The Bridge (Serie de TV),6
606658,Sahara ,2
606658,Planet 51 (Planeta 51) ,4
606658,The IT Crowd (Los Informáticos): The Internet Is Coming (TV),7
606658,Arrested Development (Serie de TV),8
606658,Her ,8
606658,La LEGO película ,7
606658,Nymphomaniac. Volumen 2 ,7
606658,El lobo de Wall Street ,8
606658,Dallas Buyers Club ,6
606658,La gran estafa americana ,7
606658,A propósito de Llewyn Davis ,7
606658,The Act of Killing ,7
606658,Searching for Sugar Man ,7
981553,Sobrepasando el límite (Noise) ,4
981553,Cj7 ,3
981553,Miedos 3D ,3
981553,Riddick ,5
981553,Dolor y dinero ,5
981553,El Llanero Solitario ,5
981553,Rampage: Francotirador en libertad ,5
981553,Halo 4: Forward Unto Dawn ,6
981553,Modern Family (Serie de TV),6
981553,Elysium ,5
981553,Pacific Rim ,3
981553,Tumba abierta ,3
981553,Drive ,5
981553,Depredador 2 ,6
981553,127 horas ,4
981553,Star Trek: En la oscuridad ,5
981553,Antes del anochecer ,6
981553,El hombre de acero ,4
981553,Al final todos mueren ,2
981553,Resident Evil: Venganza ,2
981553,El equipo A ,4
981553,Fast & Furious 6 (A todo gas 6) ,5
981553,Un amor entre dos mundos ,6
981553,El camino ,3
981553,Idiocracia ,4
981553,In Time ,5
981553,Scary Movie 5 ,1
981553,Iron Man 3 ,3
981553,Redada asesina (The Raid) ,4
981553,Oblivion ,3
606658,Bienvenidos al Lolita (Serie de TV),1
606658,Mob City (Serie de TV),4
606658,Mob City - Episodio piloto (TV),5
606658,Margin Call ,7
606658,InAPPropriate Comedy ,1
606658,Stranded ,1
606658,ATM ,1
606658,La Liga de la Justicia: La paradoja del tiempo ,7
606658,Hatchet III ,5
606658,La gran boda ,2
606658,La gran belleza ,8
606658,La vida de Adèle ,8
606658,15 años y un día ,4
606658,Kick-Ass 2: Con un par ,6
606658,Dragon Ball Z: La batalla de los dioses ,5
606658,Toy Story ¡Terror! (TV) (C),7
606658,Nymphomaniac. Volumen 1 ,7
606658,The Key (C),1
606658,Nature Calls ,1
606658,About Cherry ,3
606658,Doble o nada ,3
606658,La casa al final de la calle ,2
606658,Paranormal Activity 4 ,1
606658,Madea's Witness Protection ,1
606658,Qué esperar cuando estás esperando ,3
606658,"Bel Ami, historia de un seductor ",3
606658,Capitán Phillips ,5
606658,Los babymakers ,2
606658,That's What She Said ,1
606658,Atrapados en Chernóbil ,1
981553,The Mechanic ,4
981553,Cowboys & Aliens ,3
981553,Spring Breakers ,6
981553,"Oz, un mundo de fantasía ",5
981553,Piraña 3D ,5
981553,La jungla: Un buen día para morir ,4
981553,El atlas de las nubes ,6
981553,Hanna ,1
981553,Django desencadenado ,6
981553,La trampa del mal ,4
981553,Star Love (C),10
981553,El Hobbit: Un viaje inesperado ,3
981553,Ira de Titanes ,4
981553,Kamikaze Girls ,4
981553,John Carter ,4
981553,Destino oculto ,3
981553,Colombiana ,3
981553,Seis puntos sobre Emma ,2
981553,Skyfall ,4
981553,La hora más oscura ,3
981553,Lo imposible ,5
981553,El circo de los extraños ,5
981553,Dredd ,5
981553,Otra Tierra ,3
981553,Los mercenarios 2 ,6
981553,Los tres mosqueteros ,3
981553,Increíble pero falso ,5
981553,Ted ,5
981553,El legado de Bourne ,3
981553,Sid y Nancy ,4
981553,Prometheus ,4
981553,Secuestrados ,4
981553,El diablo viste de Prada ,3
981553,Invasores de Marte ,3
981553,Thor ,4
981553,El caballero oscuro: La leyenda renace ,4
981553,Step Up 3-D ,4
981553,Nunca me abandones ,4
981553,The Runaways ,5
981553,The Amazing Spider-Man ,5
981553,Acto de valor ,1
981553,Epic Movie ,1
981553,No habrá paz para los malvados ,3
981553,La cosa (The Thing) ,3
981553,MS1: Máxima seguridad ,3
981553,El árbol de la vida ,3
981553,Noche y día ,5
981553,Men In Black 3 (Hombres de negro III) ,5
981553,Sombras tenebrosas ,2
981553,Repo Men ,4
981553,Los Pelayos ,6
981553,American Pie: El reencuentro ,6
981553,La pesca del salmón en Yemen ,3
981553,Los vengadores ,6
981553,La fría luz del día ,2
981553,Sin identidad ,3
981553,Troll Hunter ,2
981553,Desde París con amor ,5
981553,Battleship ,2
981553,La lista (Deception) ,3
606658,The Oogieloves in the Big Balloon Adventure ,1
606658,The Apparition ,1
606658,Smiley ,1
606658,Los juegos del hambre: En llamas ,5
606658,The Grandmaster ,7
606658,El juego de Ender ,5
606658,¡Qué bonito es ser un hombre! ,4
606658,Los muertos del hambre ,1
606658,Game Change (TV),7
606658,The Undefeated ,1
606658,Noche de miedo 2: Sangre nueva ,1
606658,Thor: El mundo oscuro ,6
606658,42 ,4
606658,El mayordomo ,4
606658,Almost Human (Serie de TV),5
606658,Dracula (Serie de TV),5
606658,Ravenswood (Serie de TV),3
606658,Reign (Serie de TV),4
606658,Érase una vez en el País de las Maravillas (Serie de TV),3
606658,The Tomorrow People (Serie de TV),3
606658,Las brujas de East End (Serie de TV),3
606658,Los originales (Serie de TV),4
606658,The Millers (Serie de TV),3
606658,12 años de esclavitud ,6
606658,El Hobbit: La desolación de Smaug ,7
606658,Gravity ,6
606658,The Crazy Ones (Serie de TV),5
606658,Atlantis (Serie de TV),2
606658,Super Fun Night (Serie de TV),4
606658,Sean Saves the World (Serie de TV),3
981553,Intruders ,3
981553,Intocable ,4
981553,¿Hacemos una porno? ,3
981553,[•REC]³: Génesis ,4
981553,Ultimátum a la Tierra ,2
981553,Paranormal Activity 2 ,1
981553,Extraterrestre ,5
981553,"Blancanieves (Mirror, Mirror) ",2
981553,Grizzly Man ,4
981553,Luces rojas ,5
981553,El ataque de la mujer de 50 pies ,1
981553,Rockefeller Plaza (30 Rock) (Serie de TV),6
981553,Apollo 18 ,4
981553,Chronicle ,5
981553,Ghost Rider: Espíritu de venganza ,4
981553,Masters del universo ,7
981553,It's All About Love (Todo es por amor) ,3
981553,Salt ,3
981553,Shame ,4
981553,Terra Nova (Serie de TV),3
981553,Millennium: Los hombres que no amaban a las mujeres ,6
981553,Toy Story Toons: Pequeño gran Buzz (C),5
981553,Promoción fantasma ,6
981553,Maktub ,4
981553,De tu ventana a la mía ,3
981553,S.O.S.: Equipo Azul ,4
981553,The Artist ,9
981553,Androide ,2
981553,El guerrero del amanecer ,5
981553,La herencia Valdemar ,2
606658,Masters of Sex (Serie de TV),7
606658,Hello Ladies (Serie de TV),5
606658,Welcome to the Family (Serie de TV),2
606658,Ironside (Serie de TV),4
606658,We Are Men (Serie de TV),3
606658,Betrayal (Serie de TV),2
606658,El show de Michael J. Fox (Serie de TV),5
606658,Back in the Game (Serie de TV),3
606658,Trophy Wife (Serie de TV),4
606658,"Marvel, Agentes de SHIELD (Serie de TV)",6
606658,"Marvel, Agentes de SHIELD - Episodio piloto (TV)",6
606658,Lucky 7 (Serie de TV),2
606658,Los Goldberg (Serie de TV),4
606658,Mom (Serie de TV),4
606658,Rehenes (Serie de TV),3
606658,Las brujas de Zugarramurdi ,3
606658,The Blacklist (Serie de TV),5
606658,R.I.P.D. Departamento de Policía Mortal ,1
606658,Brooklyn Nine-Nine (Serie de TV),6
606658,Dads (Serie de TV),2
606658,Sleepy Hollow (Serie de TV),5
606658,Vive cantando (Serie de TV),3
606658,Bienvenidos al fin del mundo ,7
606658,Zombies party ,7
606658,Terror en el abismo ,1
606658,Prison of the Dead ,1
606658,Lightspeed (TV),1
